player_id,first_name,last_name
216347,Iga,Swiatek
214544,Aryna,Sabalenka
221103,Coco,Gauff
202468,Jessica,Pegula
259799,Mirra,Andreeva
211148,Jasmine,Paolini
201619,Madison,Keys
221012,Qinwen,Zheng
214981,Elena,Rybakina
216153,Amanda,Anisimova
215613,Emma,Navarro
214096,Karolina,Muchova
202494,Elina,Svitolina
206420,Ekaterina,Alexandrova
220704,Clara,Tauson
211651,Paula,Badosa
213583,Tatjana,Maria
